iter;tot_exp;exp_01;exp_07;exp_10
408;28988234464.9512;9299733509.11045;2773512425.52273;1354696547.48598
409;28876313171.7316;9345807041.11049;2728335906.34088;1350153543.75545
410;29007650273.3826;9287710925.30629;2745981156.65036;1356272166.46847
411;28890049996.5327;9345724176.07287;2747023668.03922;1354348204.10331
412;28966349932.2094;9290453931.11634;2737844805.91316;1346733901.93403
413;28779653702.7152;9265890847.54662;2696799436.86705;1365446817.18835
414;29017876741.6117;9281141378.05321;2741988227.30408;1362841995.98314
415;28804813343.3218;9272591134.19719;2758415241.22123;1359719043.97769
416;28805619854.7465;9303919774.18846;2696422112.33723;1369353558.78522
417;28734167403.3835;9306137693.01761;2763501125.93148;1375270764.65612
418;28992389878.4544;9297031538.25989;2695553521.14832;1369477640.24406
419;28928579365.4019;9327187387.94299;2766276723.63845;1364610346.65896
420;28799759673.6244;9306479389.25266;2750380410.33929;1356149225.03822
421;28855814048.1342;9297470631.05476;2778400673.06436;1349026278.11149
422;28646862989.101;9288521719.01797;2752239808.5922;1352143343.03552
423;29073323259.4053;9291383184.85066;2745932796.78847;1367011720.86629
424;29240381823.5734;9319802884.58788;2746696157.28625;1359745818.81343
425;28958113345.2276;9282185128.40834;2711698763.20469;1343217210.98008
426;29147616156.7637;9304256756.94983;2720991813.79223;1357798604.21588
427;28952120740.5684;9308171035.82337;2783897265.51846;1351797197.02194
428;28794975311.9588;9307244483.0535;2747456791.58914;1342564872.63691
429;28799468753.243;9316401681.09683;2719088684.51533;1359042114.31271
430;28937658045.5604;9290924560.85428;2713648784.69382;1369165210.79647
431;28967550418.4316;9288705944.9081;2708392916.3103;1349845329.83059
432;28956455424.962;9314328803.71599;2682252748.67771;1356046323.83992
433;29062447984.9801;9329816984.22222;2777022608.14827;1352806850.56497
434;29099201606.9081;9301373263.28467;2771942624.65717;1356090856.00027
435;29111387796.1697;9322687395.04807;2730205044.99481;1367293405.36696
436;28868153540.9641;9292603848.76115;2748909643.48165;1357963721.89917
437;28988579802.7549;9278094395.41043;2747518957.6077;1358071007.42412
438;28884589621.3663;9301417108.07242;2763843784.54102;1353889627.21949
439;28935650944.2763;9310828887.65557;2764115558.48485;1344592609.20672
440;28951055881.2987;9251146405.87413;2718128158.0392;1358739972.58059
441;28889367285.5733;9317592904.19752;2727905974.70561;1361783636.30943
442;28730233600.6821;9291119885.53871;2731703506.10921;1373380716.78324
443;28816040509.3517;9269615354.9417;2742479354.91657;1355106018.46417
444;28817767301.8657;9251962450.48341;2749462263.01734;1359207290.1691
445;28882635876.8778;9253370793.26397;2715063214.05976;1358316332.5825
446;29035465888.4537;9288898258.76562;2738039276.31042;1348241889.38028
447;28875691696.1932;9299671475.27039;2702813155.16634;1369145091.40701
448;28947621049.979;9315018617.12318;2747029580.67787;1368935579.32751
449;29097420269.6872;9295405651.6974;2724372573.99547;1349398880.80298
450;28960895101.618;9321886573.76567;2736027808.47291;1368203400.05905
451;29186609768.9385;9276913566.8879;2768398350.53318;1367863513.44149
452;28930472340.7062;9276604093.72541;2765866186.09267;1356387289.67319
453;28813836182.4094;9311304361.06837;2751022974.67234;1371239019.31868
454;28942181759.3645;9267893192.73124;2733166177.72803;1383450698.98291
455;28933003946.8631;9349397694.05382;2723133064.58158;1347328503.75663
456;28861328720.8704;9276293142.42146;2753657439.03662;1352838729.69727
457;28847069654.5979;9282364116.53535;2750360448.38489;1357394898.17047
458;29077629576.3257;9298627019.4681;2748376113.56989;1346856640.48408
459;29115411214.4195;9301971028.19721;2746528496.87072;1363897682.55638
460;28998335381.6929;9282390383.23065;2709766010.51781;1351619814.38604
461;29051518649.3256;9313315436.99767;2707623317.71833;1359922912.80626
462;28879004689.0481;9326610521.52024;2744772933.8809;1344588552.63467
463;29054234026.8325;9283816084.37626;2739710384.19679;1366854111.07125
464;28927549605.48;9281431683.26693;2734150947.14012;1363052853.01482
465;28979016108.9904;9329983126.22549;2757458822.1993;1357287010.9263
466;28809462146.2687;9319691130.68749;2717014366.49344;1356267030.4723
467;28918952198.7018;9268384185.89449;2731167756.5255;1361294644.42957
468;28927942522.5117;9264354974.5074;2714950991.55766;1368374842.04147
469;28974604309.5742;9286946300.67139;2700672709.63793;1374410964.69905
470;28974176226.3479;9281827661.45098;2727535950.00744;1364948335.71068
471;28987132413.1599;9294074497.25894;2759630019.43205;1357662705.30218
472;28727883743.151;9277130303.80489;2718087781.40039;1351033588.01866
473;28958993772.9739;9318138484.77113;2771943348.12081;1343625319.80308
474;28944926337.941;9301671642.25295;2697107979.37549;1351201928.07057
475;28929776251.238;9315946071.58944;2737682641.25778;1346903306.96941
476;28852366153.9768;9310612450.26851;2719803779.45139;1349147062.36629
477;29095628136.994;9285251425.94248;2723857552.88173;1352315618.22687
478;28786974469.4586;9315260368.87261;2758399092.68351;1354466218.58862
479;28660669602.0411;9292815606.18072;2762931038.32608;1355627590.75344
480;28913740344.6043;9316537686.5568;2749675908.08733;1353520734.08572
481;28971497467.6567;9290617949.70836;2730919320.31319;1349547399.35785
482;29002154552.7339;9260538372.97148;2739955688.99115;1363152774.11676
483;28899269796.0407;9323858839.27731;2733764967.89153;1360055480.99308
484;29166347134.5739;9272144317.55258;2712180024.77496;1356647868.85091
485;28928162947.5387;9290997727.66654;2711458414.07869;1365968923.84327
486;28946825883.6643;9232617106.33208;2735252839.55912;1340013682.24442
487;29112535923.2006;9298143901.47522;2752880954.5486;1356763662.61192
488;28723875334.4891;9277877906.74951;2765063173.42255;1344938392.52063
489;29140549495.2433;9307018738.37631;2715844891.02086;1343915434.7177
490;28780743218.2938;9277674724.79786;2733023668.08638;1359634025.10158
491;28887063615.8186;9284974026.7884;2724074723.99865;1353232526.27877
492;28917591755.0372;9285909854.73923;2727266196.97426;1367372797.39711
493;29135434905.3192;9281724329.76296;2685086036.49712;1360950529.13893
494;28781553278.9297;9252987345.3961;2725161951.19079;1356619448.7045
495;28994212346.8856;9276341654.4015;2753168110.07218;1355469480.51087
496;28746550111.1927;9309994365.40156;2729835312.06032;1378860823.07897
497;28763731154.2473;9286397901.90701;2737879589.38131;1359845453.95378
498;28752841112.5981;9313811285.786;2677529900.19079;1367564004.93164
499;29033467185.0756;9290089404.4942;2718181811.03643;1354941324.15323
500;29118359512.3161;9295640858.88096;2728125671.67115;1361215893.8446
501;28633674889.3505;9303271102.74519;2755263429.35536;1379010118.81145
502;28841224189.9692;9266364498.61165;2726292212.05001;1373651417.98924
503;28991855741.5826;9281493958.53768;2710097683.27124;1370063916.38843
504;28967028753.3908;9301076386.17611;2732332688.43851;1355337705.91482
505;28888875715.4671;9301946210.13367;2697296700.40472;1355734930.28876
506;28953775196.3388;9250839183.86042;2726842656.28052;1373217056.61455
507;29043523518.2551;9293291486.26185;2733702966.50952;1357889842.83546
508;28944324292.7733;9300181367.13512;2695794966.71501;1369639681.6904
509;29046818165.8483;9284366363.80779;2682752364.97459;1353721073.2286
510;28715724817.8102;9300633739.93032;2766730827.15734;1364121251.41329
511;28780786245.5453;9307227374.97817;2720623072.08275;1374810268.39633
512;28914921965.9335;9276594194.27649;2722265196.77046;1372172080.55394
513;28946891903.8967;9313487534.87868;2709637759.91041;1351025604.13393
514;28812827108.829;9271587225.19348;2708217526.34232;1358526686.10034
515;29035204272.5872;9311074605.80379;2734128487.65561;1362962302.67595
516;29266865103.3742;9295027261.22914;2754287446.97145;1367874137.30854
517;28909778163.1428;9251041403.7982;2724443441.24845;1360485441.09343
518;28935765187.7408;9307932294.96023;2715034021.78237;1364237788.03666
519;28984449391.8948;9292938310.89568;2755170691.00428;1361800840.52474
520;29005779228.9472;9279515967.1806;2734555111.94641;1372217530.97812
521;28939958432.1573;9321230872.5184;2715010438.31937;1350774205.41049
522;28877853133.2494;9343985830.56428;2740440306.32116;1351822004.96655
523;28911291919.0885;9293858872.37199;2732545996.02458;1361935281.10162
524;28903336242.9147;9300101218.59997;2699090305.98506;1366443236.38422
525;28788154795.9083;9307755715.21644;2731679289.40592;1368944259.69575
526;29040288811.2523;9312349457.71931;2768301530.64171;1351632704.94366
527;28850277453.4828;9270559041.94291;2690306782.65967;1366096729.13089
528;29134686968.4257;9289586322.58857;2724062219.0196;1357023631.82018
529;29001264274.5549;9274141859.41266;2739065297.71391;1355959221.0569
530;29170351757.7429;9301188092.42411;2670506283.50121;1345248910.73259
531;29042468204.4549;9313503142.96778;2745407597.60473;1353917029.22947
532;28944896772.8607;9262702570.02464;2725506029.38164;1363007074.40515
533;28693522421.1519;9275628698.45191;2753159976.472;1364408441.28603
534;28904485318.5554;9276075164.80307;2730907717.83862;1341975908.89066
535;28905160560.0727;9289752715.33043;2721734932.48988;1350482594.55464
536;28870251305.4812;9283821877.95753;2740507156.10951;1361512903.74407
537;28863833526.7813;9314736037.64565;2721474151.53158;1362428723.21011
538;28691458482.9312;9301281137.93655;2733743538.04044;1367184874.03813
539;29084193747.3102;9294599734.52954;2722015471.25214;1360400657.41192
540;29280065644.396;9290218896.45498;2664654287.7901;1366884424.81305
541;29212612841.2605;9266831620.65894;2763086076.89463;1365599377.20707
542;28851074841.2956;9293596051.44797;2740301605.68618;1358372383.80526
543;28818616873.4421;9277964914.90537;2694222191.85116;1365185472.73154
544;29333239512.9809;9263611550.17887;2759303855.69587;1345296152.29541
545;28825776407.5859;9291296306.87746;2739957234.69406;1346465513.7125
546;28880862732.991;9247495776.37842;2709714018.14446;1355413332.12124
547;29065134949.1974;9313694236.57615;2701309486.4066;1366561179.64029
548;29024554442.0612;9208550574.02671;2700267459.4059;1346060154.56229
549;28660621030.1792;9326224118.76251;2713704417.91409;1356060185.64793
550;28900361715.0444;9266319303.24446;2719473298.42687;1355945127.81195
551;28987801120.1356;9256232756.34679;2708070314.40908;1369323476.98014
552;28859308014.7039;9357341242.84646;2701880787.68295;1370533291.37926
553;28851636796.5943;9356164039.99277;2732433103.09932;1359153520.33509
554;28784545318.8422;9328679322.75287;2727641400.55404;1357702127.04801
555;28860195024.1117;9306573855.11317;2724582473.85671;1362698665.66881
556;28944167339.9406;9288291471.29909;2760814340.52376;1361273079.78169
557;28821647554.7113;9294471361.48455;2780913030.03452;1344631110.97804
558;28865493632.1305;9282743691.04838;2736315627.3447;1353636820.88926
559;28770098464.7349;9297133593.57857;2737842567.24012;1350309359.56617
560;28734177471.2651;9270948794.83098;2731916520.87282;1355398996.26482
561;28745238311.3342;9283713223.25225;2707032015.30289;1361394263.40197
562;28766450006.4389;9293211989.16677;2732605956.05022;1366021374.4984
563;28921396599.7527;9264824261.19071;2718839434.07498;1358115787.13799
564;28944423785.1477;9313306726.79411;2742928843.65262;1353460179.91409
565;29016593456.077;9342785335.38981;2684004653.8073;1341860625.15093
566;28945380045.887;9289838170.51047;2719167906.10114;1350617866.29474
567;28939339177.9282;9279861888.05637;2746298412.08391;1354151179.50331
568;29016931245.0683;9306121867.11285;2741267011.59681;1352820901.47783
569;29063147351.2438;9316849314.12947;2719255868.01918;1345268830.54898
570;28905514990.4081;9261201969.9092;2703197711.91743;1350099056.51895
571;28861741728.449;9281592212.01033;2730530745.08449;1365068304.17936
572;28837668119.2931;9360506908.25222;2706038965.12664;1363868776.10467
573;28694672722.5409;9296502850.91818;2737509197.37274;1347986778.78369
574;28960551312.7822;9293856064.24567;2716510147.06381;1361654825.92362
575;29004856651.6121;9271822990.56763;2712600049.48196;1350661035.96622
576;28737655587.6952;9313003769.60031;2727320732.79839;1347061936.89197
577;28896386221.4502;9303185707.94103;2715782046.4489;1354010828.43058
578;29070229694.3816;9293322598.26299;2747241707.47733;1364791232.05277
579;28796894567.388;9262444334.48173;2720543952.43157;1346887750.25585
580;29095337461.3807;9264892777.81751;2715774014.63385;1353446705.16819
581;29086155879.2615;9281934957.92119;2684686364.16205;1362155201.03624
582;28951691342.4095;9304987444.36688;2733491130.94216;1345040319.86735
583;28917933557.1284;9283887028.88715;2735186176.61127;1357839630.40175
584;28789075378.633;9294330954.70108;2759158125.41747;1360015914.20759
585;28750062840.7158;9333058720.79166;2717830254.96567;1354017586.21946
586;29071893770.7148;9282242234.68056;2730368616.6772;1350624227.37929
587;29179872296.8922;9323840704.49955;2738851766.20369;1343815244.7276
588;29085705844.1564;9272275835.06352;2741267294.79495;1349587661.5461
589;29237365195.9332;9308078062.30876;2709419543.29403;1384156243.75318
590;29125899438.534;9322275383.66444;2737435140.38219;1348999016.3743
591;28847487649.4291;9273954504.7989;2754690078.93266;1367295434.13635
592;28915346600.6637;9292575419.35756;2733447627.36025;1360942718.72346
593;28967011044.9994;9277233850.20763;2751537205.71934;1356118733.26341
594;28958926097.0684;9295471375.17006;2746328648.81916;1357381288.78199
595;28957748071.4641;9295017401.86046;2754006627.26929;1381834742.59443
596;28937220981.1647;9300875691.37552;2719676824.44423;1352552107.20238
597;29088402700.0588;9282468220.5742;2723691986.27539;1355631627.70214
598;28736309792.7971;9287293209.85554;2715451408.48669;1355556793.35725
599;29137053586.1811;9302367964.5191;2734594938.39941;1359557824.0232
600;29013251237.9899;9264410387.45335;2759176396.28214;1358315366.53887
601;28894257195.9077;9293606019.18713;2706993657.83481;1355822372.48412
602;29136158031.4189;9280506364.34158;2693034354.01661;1378811952.75703
603;28886078698.2886;9309842144.28356;2758895879.01256;1371079527.77428
604;28721157970.1299;9288177986.89503;2747715097.0809;1361263885.18062
605;28950633348.4636;9291009872.31512;2715008342.56639;1359101649.9115
606;29080626893.0122;9304410229.26057;2719722856.43228;1367142551.74932
607;29090707677.9385;9270846194.70578;2757054270.29813;1341485171.80624
608;28946715727.8994;9318262292.36453;2754367169.78543;1365455579.52784
609;29009980117.8862;9318343269.62634;2753919431.96802;1355127039.18183
610;28690286233.7878;9294967989.02313;2718634266.71088;1357080633.2543
611;28879534987.1473;9311942534.56638;2764457820.95559;1370363722.43077
612;28996019337.6805;9238697574.97874;2736417941.95725;1365082193.86569
613;28928738959.1271;9257348414.40493;2711534442.8209;1361116839.36792
614;28893890889.1202;9306764018.93989;2761117975.0192;1361172824.38842
615;28882280231.8652;9311048415.15499;2702351065.43435;1342602759.02359
616;29022387611.9563;9295505029.37049;2750792923.40837;1373626627.88449
617;29076719852.7496;9238251463.01392;2707331469.76834;1351109007.15215
618;28964273892.2804;9326243736.59171;2761871661.87895;1358701662.50097
619;29110138874.385;9305461321.64456;2730528631.61477;1363314157.99206
620;29008010779.2026;9330209910.22642;2727277997.51435;1351522153.68081
621;29017669476.9077;9271962391.2654;2734225681.80221;1368728783.38792
622;28945069079.8008;9254138624.70123;2715728193.08022;1360455085.36427
623;28943180137.4823;9299887173.40594;2756031251.78784;1350309104.14645
624;29134245708.6812;9305151259.53558;2713203778.87146;1357180306.28493
625;28843136264.1761;9310042713.22995;2721221770.83027;1353190601.03805
626;28827378736.4205;9261281160.37028;2736188365.20538;1374446942.12951
627;28730037849.321;9311376534.46776;2707105102.5835;1361121942.88154
628;29115907273.8299;9318251393.94387;2690312733.70372;1373949962.4717
629;28896391926.87;9307005541.20981;2710270592.03408;1350705251.26214
630;28947668252.4604;9329971911.66026;2685403256.68985;1359364662.34389
631;28829452652.9835;9291703632.43762;2705121841.35272;1355314628.15734
632;29000629748.5099;9302403005.26401;2716096076.78621;1352927601.22332
633;28926648323.9653;9294993064.03904;2760960844.16026;1350587672.77503
634;28835174417.8292;9318444104.10497;2771823984.36609;1352338731.13222
635;29096431505.935;9269240639.29117;2763809459.58651;1375415707.10843
636;28873758265.2975;9309599848.39764;2727985396.11374;1346173026.18818
637;29048063083.4289;9302336620.12883;2717081628.59962;1360410698.63492
638;29013125694.3603;9288251262.46706;2710681054.80211;1365650661.34578
639;28811318961.3779;9292697937.85349;2698874311.1969;1360733201.67551
640;29168292186.983;9284449730.42872;2747924461.61442;1355847994.73068
641;28932882457.6529;9296148046.20431;2684253258.84548;1350850856.20246
642;29146880477.745;9290909312.89375;2769899614.84012;1370077749.72551
643;29053159572.0044;9315559316.06908;2737376019.10649;1349786466.93451
644;29045805192.598;9268998352.88605;2729052402.96873;1354655375.72706
645;29132091329.2283;9298435780.56897;2743824779.11649;1369000372.25816
646;29080729706.619;9290729527.71268;2711020455.30399;1351007533.60754
647;28859275297.4729;9289111198.06216;2745837295.55409;1384478865.16878
648;28960733104.621;9295943172.48976;2748280048.2797;1347806927.15695
649;29042342253.1132;9269063901.11361;2695936645.62488;1368208796.80089
650;28701651399.4423;9295859909.6696;2724332391.46907;1370365790.81006
651;28726736416.2767;9278385679.36073;2732593246.14478;1364220328.45695
652;28984789570.6931;9322660908.99009;2798884207.90803;1355824097.31149
653;29029069824.2104;9273428693.06796;2772910861.95746;1354104541.21135
654;28882644737.8407;9311300279.06119;2735653158.98202;1362353308.60091
655;28984586144.8489;9273695091.53267;2691450835.69539;1349474443.36294
656;29039545283.6054;9285856495.42936;2764689278.82023;1358158953.46502
657;28994011694.9827;9269990314.60204;2726122942.12246;1350731217.93443
658;29204117929.1848;9317721132.52886;2718342405.68171;1358900562.95999
659;28934109314.5318;9299348251.36052;2738320504.104;1379234529.78817
660;28940558306.3811;9271031668.62683;2769465316.95792;1363612823.56381
661;28920664142.1923;9298898380.1476;2711929778.57176;1356737202.39449
662;28885436302.0561;9305197138.38199;2742652006.00523;1347615810.75005
663;28894655621.5023;9276285224.90725;2705338453.49614;1362516822.40745
664;28884614149.7446;9281792118.35174;2720667486.43174;1362383422.62693
665;28753576064.2239;9307264772.42701;2728244287.14651;1359620664.75637
666;28826124346.6017;9281201141.28617;2732671872.56473;1354520934.72663
667;29329717280.4081;9290742220.16667;2723790815.16448;1346301545.04917
668;28954703009.2243;9326669124.84516;2761038537.0952;1337099057.25396
669;28896503447.284;9318183892.1453;2714518082.92444;1362125395.86517
670;29027551185.9249;9315944609.8192;2774591581.75364;1356265679.1964
671;29011115275.6714;9311617937.62804;2746310067.86416;1357988064.2008
672;28781426650.0543;9296589414.61858;2747888485.09581;1353840583.93514
673;28755174633.9939;9277536071.83673;2733657544.28793;1362232089.7933
674;29075329605.1146;9265987398.15569;2755763681.96035;1346066840.07525
675;28902581580.6932;9284415188.3903;2712592820.38627;1342247807.74193
676;29111972975.6736;9286557545.39463;2747917719.92927;1348359481.92676
677;28782346598.4111;9255620738.94703;2701460559.7058;1350065723.30039
678;29262608073.9037;9260614365.40687;2703186742.17336;1359398746.80531
679;28880917595.0136;9286924541.24212;2728958308.42866;1349758413.83189
680;29046434431.8907;9328817290.635;2758700169.00569;1366017155.37118
681;29082616768.2199;9296857935.20887;2732555079.85881;1353457790.94145
682;28823486467.3456;9318735121.83959;2696502955.70712;1360606679.92695
683;28901139245.327;9245587967.63861;2697919051.30597;1356319953.62693
684;28966126473.6232;9309756887.76605;2743629752.81886;1344517539.87527
685;28722818129.1257;9297880461.62215;2734297712.04603;1353884595.80277
686;29070139089.1814;9339365088.67814;2730587948.24058;1368336727.7533
687;28995979772.5555;9341432575.21595;2701221868.91491;1338690049.55398
688;28778154287.551;9282690641.45522;2726274199.11059;1372196469.1086
689;28657211579.4916;9297232229.90481;2757206644.00646;1361078181.46683
690;29114363227.9702;9328227768.57276;2748420435.34726;1348457662.58945
691;28953246886.5589;9285791930.83432;2733757968.96523;1352535453.32567
692;29112667431.7386;9293857366.20507;2716541744.16719;1354528635.81524
693;28847223995.1916;9288853833.93136;2746176501.06541;1352332196.0199
694;29199796527.2195;9261946520.11678;2737322111.58344;1356653292.38357
695;28852930531.2707;9316506841.14788;2747610269.02322;1358988219.78621
696;28828266316.1769;9280617000.38076;2716639122.40152;1369082516.31735
697;29221400833.2655;9281047158.01342;2743717114.74269;1344206538.51552
698;29111482321.4142;9259581184.55332;2711040523.79362;1359322469.06084
699;28767108878.1963;9303713453.50305;2744892614.90277;1361962071.18471
700;28844214967.9576;9284469781.88709;2709256351.67636;1362507190.14849
701;28903803350.9087;9312214604.81023;2729751346.77679;1347261665.05143
702;28822094408.2511;9254567181.09554;2743440400.28467;1353026664.20243
703;28984648273.4105;9344378816.92487;2741176408.9047;1380645961.64884
704;29016221367.2686;9278912748.2523;2731455467.92809;1365516057.40056
705;28749688294.0729;9266969792.46273;2717506763.65;1360911086.64772
706;28716447868.7621;9278405808.42956;2714711088.6316;1357587782.03988
707;29073612211.3083;9300257586.47367;2756996670.8188;1374329678.59966
708;28800458486.003;9295039539.16469;2714768231.11852;1357761720.86577
709;28927953496.0148;9276912601.83221;2748340245.83208;1358299074.44613
710;28709409521.4363;9289948254.23432;2689260583.88084;1357930969.37605
711;29059174432.6303;9286899469.59011;2704611073.96413;1360219200.26208
712;29013039657.591;9314507269.76879;2693066737.0015;1374255233.18116
713;29001017541.2591;9259190066.21855;2759969302.95695;1353088573.43613
714;29000161057.9385;9315101484.71922;2777015838.57159;1362165689.78082
715;28913759143.4746;9277762989.1043;2728139361.74932;1355647797.44943
716;28955894807.903;9235442158.40892;2762270374.46353;1359765005.07016
717;29145537384.6729;9284362759.36753;2768131094.33553;1359505299.92288
718;28888952841.269;9267682999.96442;2733285663.40142;1381082025.07031
719;28820317209.4769;9285160730.65346;2733107023.54502;1359841919.85951
720;28952562808.0636;9261618654.65597;2759639368.06442;1350936505.49434
721;29087946345.5828;9296388183.75405;2722264788.02181;1364533199.36643
722;28995858034.1704;9296583038.98804;2740155994.45894;1350684327.77492
723;29052798402.3693;9300017524.14413;2762540488.32418;1351583438.97331
724;29081866055.0856;9313723481.36257;2711731189.70289;1353001869.13993
725;29005389937.1374;9301073680.70215;2719733897.93399;1351929994.36953
726;28864865190.2769;9327180452.31994;2715150649.49866;1338594895.15673
727;28821599807.1861;9318529641.2628;2716269721.86534;1363470411.93267
728;29011836567.8289;9286280448.6468;2735375441.10053;1361523996.89215
729;28812923746.278;9321813933.23803;2740552538.04123;1360858698.81271
730;28833888786.4209;9305572799.94813;2723611596.41802;1369847841.31787
731;28846140784.0138;9311419365.57345;2751608952.83943;1340663461.67694
732;29043087477.1651;9329912039.54507;2688435074.29403;1354530185.79123
733;28871507534.8093;9284563342.11923;2731235927.52402;1382114931.27439
734;28796963259.223;9292404661.39709;2699483407.67906;1362707331.74089
735;28951492873.0262;9280719096.15418;2741496145.52005;1366877539.39505
736;28873844199.8196;9325259675.12782;2722709297.58393;1343576887.88439
737;29270040683.6101;9342556844.64309;2751345833.35602;1376114398.25019
738;29076547122.0524;9340461142.80532;2675355874.59969;1365948981.79175
739;28819826754.4733;9263793835.2326;2698197154.11452;1355194063.98872
740;28848861541.835;9291326911.37389;2750194918.17913;1349743132.03065
741;29106597830.2376;9254487110.21343;2652863379.87281;1352733571.32769
742;28726486236.2614;9242475528.45654;2722306417.09717;1348563159.97401
743;28805967445.3143;9291001469.79366;2732645431.10893;1366479670.56163
744;28821463527.2093;9318881643.79335;2705582541.23671;1376122556.78346
745;29137933777.9507;9315980418.23403;2722395998.7185;1328343786.12634
746;29021403214.3743;9303698984.50824;2745397355.57748;1366769575.69041
747;28873323435.7957;9334053162.60066;2719818678.73767;1344690159.89015
748;28886918573.432;9307197003.5412;2745594871.23777;1356590599.67022
749;28992934982.0762;9307470096.67038;2738482934.0636;1356129596.03186
750;29035045955.2647;9297437970.74789;2754232009.05163;1372919464.06246
751;28763289469.5934;9264842997.76728;2722745194.12533;1363088521.69066
752;28795301186.4507;9293332035.70244;2723442641.80055;1346630275.27738
753;28935739801.5631;9291216947.44543;2699051982.07078;1380122320.94249
754;29034336548.3173;9272413567.72172;2725772439.91339;1358047459.70628
755;28859843602.4202;9248376298.27396;2722287964.25714;1349342959.81235
756;28881812015.0437;9307063222.04046;2758522542.81113;1354484618.47467
757;29138707316.0328;9296905658.26682;2725247803.3945;1363557340.11584
758;28790380690.9806;9288425821.79596;2725570611.14461;1358490572.80625
759;28920790998.8849;9302906868.80863;2706492679.68895;1364036532.04295
760;29035287476.9216;9255140194.70806;2754600841.99839;1352639893.72781
761;28879149536.7551;9283105540.12564;2735900366.05494;1377183342.13329
762;28988258159.5526;9277064887.95444;2728681533.34075;1378398634.69551
763;29066340383.6532;9276288881.68622;2732091028.1229;1378310391.68558
764;28990534764.3969;9308206652.04664;2745381829.14881;1371360998.34471
765;28996749513.5563;9346258524.56987;2717307340.04095;1362352032.15293
766;29078572192.4496;9241560170.02935;2697521953.28532;1352280980.17099
767;28966485443.8489;9277777240.35054;2714712704.69799;1354099835.44814
768;29042763246.56;9297398985.90053;2743832045.62763;1353497333.50999
769;29006213047.0832;9288714262.43772;2737126685.10356;1352590461.37344
770;28963046385.7516;9316735392.13482;2729540290.24332;1363907448.00608
771;28832312829.4413;9261978046.73623;2723204257.20314;1338619658.02637
772;28988546654.0607;9363212092.42519;2737798696.868;1357199031.77464
773;28839640895.7258;9280432854.42408;2755750962.11529;1368936525.85005
774;28813195953.728;9299289628.11015;2720879553.93942;1355009277.31706
775;28909728219.5551;9308169497.43377;2754136391.94784;1364537613.2062
776;29018577937.0567;9225667327.34812;2732052158.92496;1365890072.34139
777;28885849641.6305;9298505067.7412;2687999455.42647;1353398126.2085
778;28782097844.4494;9256019185.79791;2715094736.89167;1350164818.25276
779;29156812682.5727;9246174538.90527;2712727859.92332;1374646063.56598
780;28877462857.659;9272749223.55171;2697915036.08814;1358911293.96834
781;28946149899.0969;9309618509.46404;2738532990.38095;1349164855.62168
782;28906185506.0618;9299839344.16641;2734209181.03414;1364035450.891
783;29012800880.7706;9273565304.33965;2739103490.05556;1348415928.15746
784;28965608737.3596;9271591963.69835;2767717428.53843;1363723210.926
785;29248918655.3736;9289364266.38642;2739546637.57556;1348787586.8054
786;28986565154.6588;9318219312.74405;2756534016.12413;1349918045.7628
787;28900867837.7542;9292938096.04283;2746773878.42291;1372501156.42587
788;29112802442.6563;9287230944.05374;2730545534.33894;1373311801.38954
789;28841434697.9885;9300167665.83042;2753199634.4074;1354326697.91675
790;28741068796.879;9283271306.76034;2738721235.06328;1351815431.99908
791;28960223194.4481;9280846541.15686;2729365625.6007;1358454589.71225
792;29004432833.3601;9258554607.59742;2727606315.42067;1364923663.93903
793;29004033626.8194;9303359841.70578;2708755833.64034;1362085736.34453
794;28989122892.0812;9308312749.48232;2727422388.29875;1365896964.0148
795;29236407259.2031;9285146123.64765;2708650785.13452;1350752729.59681
796;28937374372.1679;9312492313.97529;2684311740.86003;1353229238.43893
797;29038484286.4852;9282790653.42784;2746895269.51491;1353521714.45721
798;28703724372.9691;9252615137.59285;2737777888.97031;1340594967.04471
799;29007088485.7544;9294701375.93813;2717786590.89822;1362332327.27194
800;29057775693.9837;9308918818.70135;2700773972.39306;1367112451.37414
801;28838444126.5613;9367234896.16118;2756275434.47146;1348570789.11055
802;29265417969.0652;9280050273.67069;2738325817.39694;1348846015.02244
803;28881071026.1748;9285606092.13878;2671623252.90652;1354443360.20093
804;29015791256.0705;9307272173.37594;2730396890.26124;1365807637.66366
805;28812563592.4802;9259338123.9848;2725773051.45375;1365610964.40316
806;28790035992.0018;9307214053.24121;2731158117.28587;1365060083.84243
807;28898425839.9891;9280531026.30641;2730835912.35274;1360562829.96186
808;28916934279.3754;9302475799.8979;2733567467.01595;1361150753.95149
809;28663678764.9031;9255714457.2362;2796469264.47204;1346745837.21694
810;28945420981.9618;9314446785.8488;2717750091.50867;1356631638.9898
811;29011595487.6334;9247864214.95024;2761429982.22028;1355771723.17301
812;28896390063.6183;9312890543.14734;2740942571.05254;1369389986.47635
813;28935298671.2257;9279388161.61063;2761538224.61009;1363072965.81331
814;29010710233.7351;9224306717.90618;2759103135.67337;1369714031.98436
815;28877892411.1032;9298883869.11601;2754319237.11893;1361847069.62166
816;29215314059.4893;9285056453.52635;2725178471.64473;1363010401.82362
817;28806323783.8166;9266502724.56008;2727139887.06568;1343988007.81077
818;28998180422.1667;9309139930.48956;2696017297.52414;1372887623.7614
819;28810604030.2486;9343453977.12981;2698578733.15556;1357191361.40096
