iter;tot_exp;exp_01;exp_07;exp_10
820;28786805413.1833;9327748930.52444;2722975644.17351;1351788987.46204
821;28926030142.7892;9300896339.44114;2738553653.29836;1355291881.24543
822;28953390634.7125;9319613064.1324;2722697760.9657;1364162650.46234
823;28874109306.9355;9275093962.81475;2780259487.70009;1362293708.57937
824;29167419367.0907;9285682336.01956;2725235208.79485;1370994694.10316
825;28867786180.927;9294424393.69176;2679402720.61429;1344875462.63501
826;28985872375.6266;9316761834.68629;2771170020.96538;1338925035.38898
827;28944665247.9783;9328115850.14058;2721011864.76198;1363177224.47637
828;28710993180.6256;9265107204.49811;2698572104.97367;1380288350.99064
829;28759833304.2096;9311907940.63113;2731748885.20796;1354456851.76307
830;28899431907.0465;9307828862.79781;2673960317.66324;1364160549.87215
831;28934023328.6959;9240800932.95895;2729685236.84468;1356866764.94147
832;28838266156.85;9233514274.13028;2698964433.4894;1352728585.26083
833;28868743658.7519;9277685710.05415;2731451966.34699;1361764515.13245
834;29132795349.5996;9262944642.13848;2709263437.57185;1362931871.71773
835;29032782276.3643;9286299794.6589;2728356619.37098;1356882682.529
836;28896887037.1599;9270640792.28569;2726740656.67567;1357938222.74051
837;28986637664.733;9304960544.74285;2730848513.99842;1360122390.56171
838;28890118790.1438;9296712129.11076;2722513653.3368;1347574157.79722
839;28795656326.3894;9318116493.01677;2718780151.36981;1366234914.27431
840;29045341377.3046;9294383851.64367;2727671806.39699;1372628220.09177
841;28812209016.8165;9269427884.36235;2739609640.9816;1363946990.15475
842;28893543633.8406;9310849641.82819;2714332455.76703;1355840916.155
843;29106258901.1522;9346264512.21883;2706021563.68973;1362364037.82089
844;28996681255.3834;9279347337.35024;2723153144.09325;1350733316.8634
845;28976843574.0169;9285231730.51964;2752809069.93223;1369565534.97321
846;28883091835.0728;9264220286.60444;2759906347.60839;1356317010.33059
847;28747610540.0619;9308204117.4947;2717918689.68284;1343736861.51487
848;28849136089.1786;9283401569.89158;2719219681.44064;1342318104.60546
849;28774419231.1015;9334150196.395;2708333098.98085;1362656939.95406
850;29123353314.5489;9296253835.24414;2729968979.81202;1355068223.49443
851;28927370987.479;9292941564.7501;2725989310.14649;1365972276.46596
852;28796142462.5467;9269097279.02772;2740441699.46557;1353495569.16908
853;28869416167.6206;9304866307.09619;2700852220.86841;1363052420.07801
854;28764263813.4655;9290884646.91906;2734551993.28945;1347953641.49299
855;28781038815.0858;9280947057.72905;2705593955.11729;1362204653.05456
856;28989750990.6616;9260249141.96762;2734205860.77726;1367326393.32159
857;28965824304.8826;9292814162.79961;2789220572.09629;1356700370.79455
858;29032542351.9402;9297622373.35166;2749193286.57502;1343049397.47136
859;28872870617.2373;9260333293.58647;2719608281.07172;1370232218.89604
860;28905153072.8096;9280250935.83273;2737569661.45324;1365388901.33978
861;28848332167.2654;9287544317.89621;2767761530.74122;1362525706.78519
862;28976337865.6333;9312349814.33941;2711583081.19992;1362285195.68807
863;28799424550.5397;9292519843.27529;2731673283.9296;1353365596.50738
864;28785552858.8044;9278581933.63057;2697788385.74134;1352529164.61558
865;28886207987.5512;9296432106.64184;2722093625.5022;1362186578.00058
866;28803423509.0474;9306304465.61529;2713529699.05488;1352035455.18942
867;28957091410.9138;9288556650.88551;2776213017.35463;1347396811.08913
868;28750481425.6876;9293015227.52242;2709910804.72315;1344141956.38579
869;28978179420.1712;9320403734.55043;2690921854.98874;1359842096.893
870;29000230410.0388;9293242653.89818;2741865532.65046;1362156900.59529
871;28999602638.2537;9362384465.18252;2709700786.67387;1361591563.32341
872;29135341717.7103;9283484076.15343;2662334609.47204;1356769617.50605
873;28984383145.1113;9305603179.90312;2719830378.56793;1366857638.934
874;28788925812.4721;9281785732.72134;2773777611.4899;1348259802.05262
875;28921131757.4445;9276132597.9551;2750391904.65964;1369980186.20298
876;29014580213.8524;9371234745.63981;2697542697.55435;1361673210.24374
877;29056136079.4785;9296628485.18677;2765943947.72828;1376253308.05962
878;28900966372.6654;9344427470.83027;2739356986.64437;1342398701.52074
879;28899394398.4879;9303270920.99869;2751971563.6795;1352960238.09196
880;28872657666.7364;9331193379.37744;2736932374.19644;1361055575.86724
881;29117708104.1775;9268163342.9232;2729104015.10442;1362586519.80166
882;28956289736.8088;9283365279.11885;2711683922.47292;1365047247.35935
883;28838299667.4632;9306902129.88268;2747070922.24787;1340380696.39695
884;28815824247.1772;9280365387.53659;2757910662.58563;1377146302.27445
885;29184066442.1125;9291495257.17144;2736772502.96727;1345664943.08803
886;29013306565.6084;9316168096.09654;2714869325.61378;1371708358.18383
887;28828278795.7094;9288222305.79084;2718164040.22549;1347568372.59757
888;28897348329.3426;9311535088.61651;2679490294.4527;1356811083.72232
889;28922859487.9741;9322183553.99112;2734803986.18993;1365954419.9681
890;28891682411.9544;9279665953.62142;2750985047.33105;1350474445.46152
891;28876755141.0282;9318909790.55558;2693581060.36663;1351350836.03783
892;28979114688.6511;9331950231.15258;2769040010.82127;1364983018.89849
893;28693271500.3477;9319227534.46784;2704171795.85643;1338308828.27262
894;28986418746.3135;9317682513.93637;2735052336.77148;1346465112.25518
895;29131367113.9299;9329409409.87215;2751947919.21373;1365175538.39269
896;28776110848.4653;9298861356.18027;2768180239.56773;1350437321.21715
897;28855643914.1739;9291394022.12249;2736087627.46403;1362893331.10358
898;28830944571.1671;9293621335.89318;2737924964.9341;1368077530.29692
899;29240816283.4588;9287342682.69565;2750538665.25901;1361764714.96548
900;29045987928.8064;9311384662.54537;2757931154.08842;1366894063.81462
901;28837082576.0231;9293475300.56152;2751092678.00062;1351371882.63612
902;28791302456.6992;9302099174.76187;2740546758.10621;1348875320.61666
903;28919887096.4016;9262895160.64444;2742234407.70099;1355006598.54434
904;29075633143.6952;9285533096.07233;2748061938.8733;1354533223.36735
905;29104735384.1504;9321948615.89706;2733936017.16002;1356248889.86211
906;28775563015.3718;9281775689.86819;2727064495.72968;1356447189.31682
907;29048806978.7257;9322883873.31522;2773637080.11058;1357294031.66777
908;28904134333.9883;9282729460.06844;2723173338.49299;1373501600.57557
909;28913035884.3704;9299329327.36276;2703774558.01194;1357601973.88176
910;29011501015.0151;9284536535.3998;2724987433.41845;1361006332.1758
911;28973706214.3098;9269996496.01324;2714130503.43239;1358020124.04871
912;28988778458.7807;9301556777.24484;2766757019.41163;1362333613.11431
913;29083415722.7909;9294490256.89699;2734291247.90151;1367259388.60053
914;28897189660.5131;9252121954.29314;2719633141.54981;1360847204.5555
915;29111518605.2663;9267491199.90154;2778637189.12107;1359107328.94673
916;28784758420.0344;9296112858.26561;2708912358.6273;1358056643.18776
917;28937912493.7073;9275705567.03025;2716818842.25942;1350221899.815
918;29172360705.0183;9283477643.50165;2668098408.78329;1357025191.95005
919;29001935926.0945;9247990912.93314;2751644626.80216;1345920520.51348
920;28864882973.1422;9274191384.98673;2738630244.37993;1373156441.48969
921;28885160992.9457;9296513325.09825;2716461811.36315;1358932722.57782
922;28719624154.9738;9278837882.07782;2728804104.71964;1367095897.4472
923;29067900116.1517;9300897353.17197;2710492278.94891;1367689299.87753
924;28819884493.0651;9282741269.60223;2761426590.69465;1356585741.98172
925;29150314405.0284;9337074890.93501;2706213417.75024;1356253137.06769
926;28885032643.8309;9282086869.2541;2720963054.92613;1345353051.75078
927;29060532890.7039;9280339497.29774;2701599638.429;1355407070.25246
928;28986303739.3586;9243576704.08542;2744194991.6977;1365620799.50155
929;28957348993.9357;9288261131.80691;2718314615.66331;1365525722.71451
930;29063933953.4346;9245524275.41345;2704086109.16675;1362773478.03588
931;28628377697.1699;9348959833.26462;2706662066.33477;1363421768.9951
932;28940474112.8871;9302510783.29063;2732029098.18552;1362790329.90611
933;29159261002.6833;9301748808.71054;2727240261.0367;1366646578.94066
934;28899201502.9409;9330093764.93233;2769965679.76117;1357688871.42263
935;29331537936.8157;9292403306.31728;2740977005.39729;1372822228.70841
936;29117356703.2222;9324716083.09563;2705241064.34093;1373662612.61227
937;28993974484.4539;9283269177.00677;2743687758.31596;1358224915.41933
938;28910454656.8529;9312994527.27542;2714629280.85172;1343192242.71649
939;28968948233.0602;9321126580.06431;2743726752.35037;1353323303.66214
940;28894509063.626;9281055928.14903;2763682872.25292;1351584909.47094
941;28801480763.0743;9279851827.77859;2721857152.61187;1340757775.08398
942;28784648865.9275;9300427891.6897;2726397165.74499;1371368850.15899
943;28899255194.9141;9332113525.06746;2729099093.16758;1356030432.90566
944;28961830208.0906;9329670250.86031;2768515057.75634;1362825844.82764
945;28884631353.4927;9281964544.72628;2679587022.08975;1352494378.14067
946;29000333221.9251;9283103413.60755;2739302639.38535;1357248131.46419
947;29017729013.4304;9256125116.29152;2709758840.63083;1355890180.38328
948;28729571952.5232;9283420105.48359;2726282712.64086;1367876380.5999
949;28738447243.1108;9288470274.78163;2770998577.6679;1356079380.26047
950;29000816422.6159;9284083761.20174;2733218444.26097;1351810568.60937
951;29026152108.2196;9281360559.14713;2728146579.16;1342269212.25986
952;28870138745.1776;9265246646.61798;2736627844.46914;1352975154.3275
953;28933888419.957;9307764079.75529;2748055303.63175;1346887977.89048
954;28913862593.9489;9318095245.15099;2748137601.81675;1366207440.58018
955;28999086299.0725;9295920445.81447;2719666341.69731;1361973059.83644
956;28963451001.4469;9286947241.64352;2728006871.60485;1352560704.44278
957;28896863162.4284;9287849857.61177;2762564999.71557;1356021818.18908
958;29067053665.1797;9330186332.56176;2695161127.78012;1371139809.2425
959;29286251851.4038;9300658759.28319;2708202941.52412;1370200299.06887
960;29083809574.1652;9309885886.29705;2760058984.7108;1344801384.94064
961;28890353159.387;9276233479.39647;2709901913.98343;1371776238.12838
962;28884326445.0375;9288711833.59653;2733431781.44192;1346656319.50898
963;28761404553.1691;9298406541.47224;2732427081.63259;1373721003.53784
964;29035555695.251;9291191635.52003;2733987751.56689;1374083571.06238
965;28855897817.4366;9268579221.21039;2743974195.0364;1373788606.65829
966;29099693010.3391;9279571815.55282;2731818033.50633;1356091955.24453
967;28874891301.3972;9285323532.48437;2738723251.20576;1361814485.16606
968;28813251680.3305;9277773635.59643;2735003844.65067;1351453009.13249
969;29091500025.6428;9304673093.62798;2729990636.06225;1348998619.36651
970;28853752760.5781;9300211785.46855;2723627415.56205;1352113073.02375
971;28993483571.8357;9333505850.03126;2742129678.06505;1359574174.73864
972;28810914178.711;9283836447.82025;2733163659.78913;1362920441.22166
973;29162320032.4487;9292239261.64811;2716267303.77903;1360738877.48726
974;28888850628.1551;9278412202.59761;2720255359.33142;1374633383.39533
975;29114079460.7702;9293520351.48498;2741491013.21432;1367168088.02017
976;28912187813.2606;9314074938.08088;2719272552.91184;1354147149.07369
977;28915334184.3567;9296483863.51854;2701879983.5979;1353717111.97276
978;29061285921.1618;9294115428.48783;2706971372.50717;1365425950.67826
979;29084932185.3665;9328118896.86578;2694028690.69203;1332498851.55232
980;28729893994.3523;9309707214.83343;2720456331.78734;1359297910.95176
981;28934281865.2733;9295646482.08699;2719027060.65754;1344491095.86067
982;29116715735.8039;9254940110.93334;2754578506.34966;1378638141.21005
983;29161400433.8376;9294428298.06801;2750021703.7314;1366053109.90902
984;29105699056.3022;9305082464.14394;2728168170.65048;1371188717.76473
985;28964866069.7416;9265569648.39891;2780438843.2899;1348475761.18655
986;29075310984.602;9301497992.0794;2765708222.73156;1367600835.44025
987;28882445797.1692;9300509963.72744;2747236309.11285;1364589655.87241
988;28759807260.1579;9285466493.53417;2720973809.12497;1368690336.99157
989;28893000143.3081;9287806178.51842;2704088960.13654;1376069895.39044
990;28719610639.7945;9289265355.8899;2768249116.86448;1365604572.21557
991;28770837674.3632;9269721906.63732;2737532520.57599;1376532982.89245
992;28893285714.0003;9304084881.98586;2737063115.92119;1371528650.48012
993;29023945431.4621;9264279189.00239;2714655693.12617;1361110286.18388
994;28809439566.6964;9295136898.84582;2714837054.20235;1358167555.88515
995;28813494935.9451;9279516510.60194;2774528949.04541;1357720784.29149
996;28811779176.6511;9308823963.91165;2706105477.34468;1359213268.75949
997;28948373898.2741;9256323476.36907;2717960690.59101;1348603533.2205
998;29142525669.7426;9290599036.0027;2745758607.83264;1350416596.78373
999;29017921094.2735;9262967740.45687;2712023929.97577;1368200243.90267
1000;29084953078.1882;9280173217.53131;2709150425.36468;1353492849.36738
