geo1;n;iter;diff_rel
1;2502;1;-0.0379713035278144
10;2502;1;0.0541665158887727
2;2502;1;-0.0834442665881791
3;2502;1;0.0457982085162832
4;2502;1;0.0243421569136594
5;2502;1;0.0249583204121606
6;2502;1;-0.00586669708016677
7;2502;1;0.0388640251132601
8;2502;1;-0.0114057660550996
9;2502;1;-0.0527521334535123
1;2502;2;3.87879515748039e-05
10;2502;2;-0.0232755674523866
2;2502;2;0.0536155428693033
3;2502;2;-0.00132198743879075
4;2502;2;0.00916852659448853
5;2502;2;0.0137004728689813
6;2502;2;-0.0704716786007018
7;2502;2;-0.0598632066966059
8;2502;2;-0.0417965941725659
9;2502;2;0.0576228654128179
1;2502;3;-0.0291108997903401
10;2502;3;-0.0465457212283621
2;2502;3;-0.0156795663931358
3;2502;3;0.030350738797648
4;2502;3;-0.00629471015308581
5;2502;3;0.0627811943608656
6;2502;3;-0.00715885395359943
7;2502;3;0.0548746559605674
8;2502;3;-0.0439202412380697
9;2502;3;0.0140010212208904
1;2502;4;0.0698179960427536
10;2502;4;0.0261421220898359
2;2502;4;-0.0215677510884468
3;2502;4;0.0367661008104125
4;2502;4;-0.0530556036735897
5;2502;4;-0.0354445073992369
6;2502;4;0.103959796647426
7;2502;4;-0.00491045645227873
8;2502;4;0.0601093230991357
9;2502;4;-0.120177823277186
1;2502;5;-0.0415506662432242
10;2502;5;-0.0514200170559419
2;2502;5;0.0248945941547374
3;2502;5;0.0554234467368031
4;2502;5;0.0439692592378183
5;2502;5;-0.00640254803741224
6;2502;5;0.00941574967080247
7;2502;5;0.055649390716528
8;2502;5;0.0840991190764214
9;2502;5;-0.0956872229509854
1;2502;6;0.0532241404786741
10;2502;6;-0.0441654975493217
2;2502;6;-0.0355074570984362
3;2502;6;0.046860724289488
4;2502;6;-0.0259617768711013
5;2502;6;0.0361690198751694
6;2502;6;-0.0615973004449902
7;2502;6;-0.012551152280905
8;2502;6;-0.0550329919411141
9;2502;6;0.0406274604436096
1;2502;7;-0.0231771457540396
10;2502;7;0.0719151027908025
2;2502;7;-0.0195050866495504
3;2502;7;-0.0578017288131509
4;2502;7;-0.0185167724553401
5;2502;7;0.0427422960302241
6;2502;7;-0.0196687791878082
7;2502;7;-0.00740698176211507
8;2502;7;-0.00638346451654709
9;2502;7;0.0382585843744296
1;2502;8;-0.0161769973227935
10;2502;8;-0.0161403114722513
2;2502;8;0.0372636882221029
3;2502;8;0.0918565940281553
4;2502;8;0.0923790566811278
5;2502;8;-0.174103165381812
6;2502;8;0.0797425010166339
7;2502;8;-0.0752843772020825
8;2502;8;-0.0739581136894901
9;2502;8;-0.0541382517908499
1;2502;9;-0.00368271491317179
10;2502;9;-0.112324301873699
2;2502;9;0.00431244475995961
3;2502;9;0.0866707542849515
4;2502;9;0.0417126419999274
5;2502;9;-0.0393757066194954
6;2502;9;0.116266471076291
7;2502;9;-0.0523238350856675
8;2502;9;0.0139851543302425
9;2502;9;-0.0401632324645047
1;2502;10;-0.00818255106492761
10;2502;10;-0.00914946835673831
2;2502;10;-0.0439376660550648
3;2502;10;0.0659475932973958
4;2502;10;0.0164828212397941
5;2502;10;0.0082662204932135
6;2502;10;0.0258782994045557
7;2502;10;0.110056153656823
8;2502;10;-0.19848742831683
9;2502;10;-0.0515445963647669
1;2502;11;0.121428661286766
10;2502;11;-0.0499387488466302
2;2502;11;-0.00731531526499981
3;2502;11;-0.0689180974593093
4;2502;11;-0.0164828309499768
5;2502;11;0.0827902292218879
6;2502;11;-0.0811604395793646
7;2502;11;-0.0219591603576253
8;2502;11;0.0228057469267937
9;2502;11;-0.000416121383303213
1;2502;12;0.0283326144923359
10;2502;12;-0.0363314871943735
2;2502;12;0.0226647802880753
3;2502;12;-0.13514760754308
4;2502;12;-0.00891086153085617
5;2502;12;0.0136620066422568
6;2502;12;0.04829061587918
7;2502;12;0.0947701359106844
8;2502;12;0.00994917544632046
9;2502;12;0.024001930294592
1;2502;13;0.0748742346031837
10;2502;13;-0.0673649971217921
2;2502;13;-0.016406695062749
3;2502;13;0.0680104581261345
4;2502;13;-0.0227879141085487
5;2502;13;0.0605927553590686
6;2502;13;0.00731629927631244
7;2502;13;-0.124030280342705
8;2502;13;0.0919550319551066
9;2502;13;-0.0468289286714677
1;2502;14;0.0134886767135816
10;2502;14;0.0662594070916108
2;2502;14;0.00570542338517239
3;2502;14;0.0296809469734428
4;2502;14;0.0254115471335875
5;2502;14;-0.0242671536508211
6;2502;14;-0.132062349448646
7;2502;14;0.0344479842771838
8;2502;14;-0.125056952463421
9;2502;14;-0.0246534910912863
1;2502;15;0.0252006205111938
10;2502;15;0.0142695105576538
2;2502;15;0.00763859077649604
3;2502;15;-0.0160496828487524
4;2502;15;-0.0329159355334215
5;2502;15;0.0850043232770349
6;2502;15;-0.0658363587300703
7;2502;15;-0.083162905073178
8;2502;15;0.0826557894411319
9;2502;15;0.0104140410254652
1;2502;16;-0.0149757282988549
10;2502;16;-0.00111214802135067
2;2502;16;-0.00433464988873699
3;2502;16;-0.00210098744858885
4;2502;16;0.0110141931176713
5;2502;16;0.00365943747533746
6;2502;16;0.0435991688833294
7;2502;16;-0.0767006019963299
8;2502;16;0.0901726473908996
9;2502;16;-0.00436726441304734
1;2502;17;-0.0499723927561551
10;2502;17;-0.0167283934161034
2;2502;17;-0.00111812157908928
3;2502;17;-0.11557982479322
4;2502;17;-0.0194929161027806
5;2502;17;0.0354165960756501
6;2502;17;0.064420058054441
7;2502;17;0.061330437208796
