urbrur;n;iter;diff_rel
1;2502;85;-0.00289782019435632
2;2502;85;0.00236083610462001
1;2502;86;-0.0180324068521205
2;2502;86;0.014690889804894
1;2502;87;-0.0118005182283352
2;2502;87;0.00961380886948704
1;2502;88;-0.0011172805875605
2;2502;88;0.000910241551646687
1;2502;89;-0.000227010784162528
2;2502;89;0.000184944275159924
1;2502;90;0.00778541744641849
2;2502;90;-0.00634273121322034
1;2502;91;0.00244379862603114
2;2502;91;-0.00199094755430016
1;2502;92;-0.00289782019435632
2;2502;92;0.00236083610462001
1;2502;93;0.00155352882263317
2;2502;93;-0.0012656502778134
1;2502;94;0.000663259019235322
2;2502;94;-0.000540353001326638
1;2502;95;-0.0073491692113457
2;2502;95;0.00598732248705363
1;2502;96;-0.0126907880317332
2;2502;96;0.0103391061459738
1;2502;97;-0.0126907880317332
2;2502;97;0.0103391061459738
1;2502;98;0.00689514764302064
2;2502;98;-0.00561743393673358
1;2502;99;-0.00467835980115202
2;2502;99;0.00381143065759354
1;2502;100;-0.00289782019435632
2;2502;100;0.00236083610462001
1;33148;1;0.000701718846629553
2;33148;1;-0.000571685983706595
1;33148;2;0.00103770518790231
2;33148;2;-0.000845411968045115
1;33148;3;0.00090331065139328
2;33148;3;-0.000735921574309707
1;33148;4;0.000701718846629553
2;33148;4;-0.000571685983706595
1;33148;5;0.00103770518790231
2;33148;5;-0.000845411968045115
1;33148;6;-0.000306240177188463
2;33148;6;0.000249491969308561
1;33148;7;-0.000306240177188463
2;33148;7;0.000249491969308561
1;33148;8;-0.000978212859733972
2;33148;8;0.000796943937985198
1;33148;9;0.000164140700593319
2;33148;9;-0.000133724408765165
1;33148;10;0.000298535237102347
2;33148;10;-0.000243214802500573
1;33148;11;0.000231337968847771
2;33148;11;-0.000188469605632869
1;33148;12;0.00110490245615688
2;33148;12;-0.000900157164912618
1;33148;13;9.69434323387433e-05
2;33148;13;-7.89792118974612e-05
1;33148;14;9.69434323387433e-05
2;33148;14;-7.89792118974612e-05
1;33148;15;-0.00124700193275215
2;33148;15;0.00101592472545601
1;33148;16;-0.00117980466449758
2;33148;16;0.000961179528588309
1;33148;17;0.000298535237102347
2;33148;17;-0.000243214802500573
1;33148;18;-0.00050783198195219
2;33148;18;0.000413727559911471
1;33148;19;0.000164140700593319
2;33148;19;-0.000133724408765165
1;33148;20;-0.00010464837242486
2;33148;20;8.52563787054491e-05
1;33148;21;-0.000440634713697614
2;33148;21;0.000358982363043767
1;33148;22;-0.000373437445443039
2;33148;22;0.000304237166176265
1;33148;23;-0.000440634713697614
2;33148;23;0.000358982363043767
1;33148;24;-0.00245655276133389
2;33148;24;0.00200133826907408
1;33148;25;-0.00191897461529754
2;33148;25;0.00156337669413265
1;33148;26;-0.000373437445443039
2;33148;26;0.000304237166176265
1;33148;27;-0.000642226518461218
2;33148;27;0.000523217953646879
1;33148;28;-0.00205336915180656
2;33148;28;0.00167286708786806
1;33148;29;0.000768916114884129
2;33148;29;-0.000626431180574299
1;33148;30;-0.000440634713697614
2;33148;30;0.000358982363043767
1;33148;31;-0.00050783198195219
2;33148;31;0.000413727559911471
1;33148;32;0.000836113383138704
2;33148;32;-0.000681176377442003
1;33148;33;-0.00198617188355199
2;33148;33;0.00161812189100035
1;33148;34;-0.000306240177188463
2;33148;34;0.000249491969308561
1;33148;35;-0.00117980466449758
2;33148;35;0.000961179528588309
1;33148;36;-0.000911015591479396
2;33148;36;0.000742198741117494
1;33148;37;-0.00198617188355199
2;33148;37;0.00161812189100035
1;33148;38;0.00090331065139328
2;33148;38;-0.000735921574309707
1;33148;39;0.000567324310120525
2;33148;39;-0.000462195589971187
1;33148;40;-0.001112607396243
2;33148;40;0.000906434331720605
1;33148;41;-0.00138139646926118
2;33148;41;0.00112541511919122
1;33148;42;0.00117209972441134
2;33148;42;-0.000954902361780321
1;33148;43;2.97461640841677e-05
2;33148;43;-2.42340150299588e-05
1;33148;44;9.69434323387433e-05
2;33148;44;-7.89792118974612e-05
1;33148;45;-0.00124700193275215
2;33148;45;0.00101592472545601
1;33148;46;-0.000911015591479396
2;33148;46;0.000742198741117494
1;33148;47;0.00137369152917506
2;33148;47;-0.00111913795238343
1;33148;48;-0.00050783198195219
2;33148;48;0.000413727559911471
1;33148;49;0.00117209972441134
2;33148;49;-0.000954902361780321
1;33148;50;9.69434323387433e-05
2;33148;50;-7.89792118974612e-05
1;33148;51;-0.00124700193275215
2;33148;51;0.00101592472545601
1;33148;52;-0.000373437445443039
2;33148;52;0.000304237166176265
1;33148;53;0.000836113383138704
2;33148;53;-0.000681176377442003
1;33148;54;0.00090331065139328
2;33148;54;-0.000735921574309707
1;33148;55;0.00170967787044769
2;33148;55;-0.00139286393672175
1;33148;56;-0.000306240177188463
2;33148;56;0.000249491969308561
1;33148;57;0.00090331065139328
2;33148;57;-0.000735921574309707
1;33148;58;-0.00050783198195219
2;33148;58;0.000413727559911471
1;33148;59;-0.000239042908934011
2;33148;59;0.000194746772440857
1;33148;60;-0.000239042908934011
2;33148;60;0.000194746772440857
1;33148;61;0.000567324310120525
2;33148;61;-0.000462195589971187
1;33148;62;0.000164140700593319
2;33148;62;-0.000133724408765165
1;33148;63;-0.00252375002958835
2;33148;63;0.00205608346594178
1;33148;64;0.00150808606568409
2;33148;64;-0.00122862834611884
1;33148;65;0.000970507919647732
2;33148;65;-0.000790666771177411
1;33148;66;-0.000978212859733972
2;33148;66;0.000796943937985198
1;33148;67;0.000836113383138704
2;33148;67;-0.000681176377442003
1;33148;68;0.000298535237102347
2;33148;68;-0.000243214802500573
1;33148;69;0.00137369152917506
2;33148;69;-0.00111913795238343
1;33148;70;-0.00138139646926118
2;33148;70;0.00112541511919122
1;33148;71;0.00090331065139328
2;33148;71;-0.000735921574309707
1;33148;72;-0.000911015591479396
2;33148;72;0.000742198741117494
1;33148;73;-0.00124700193275215
2;33148;73;0.00101592472545601
1;33148;74;-0.000575029250206642
2;33148;74;0.000468472756779175
1;33148;75;-0.00104541012798842
2;33148;75;0.000851689134852902
1;33148;76;-0.00178458007878839
2;33148;76;0.00145388630039744
1;33148;77;-0.000642226518461218
2;33148;77;0.000523217953646879
1;33148;78;0.000768916114884129
2;33148;78;-0.000626431180574299
1;33148;79;-0.000373437445443039
2;33148;79;0.000304237166176265
1;33148;80;-0.000306240177188463
2;33148;80;0.000249491969308561
1;33148;81;-0.000709423786715793
2;33148;81;0.000577963150514583
1;33148;82;-0.000171845640679436
2;33148;82;0.000140001575573153
1;33148;83;0.000298535237102347
2;33148;83;-0.000243214802500573
1;33148;84;-0.00205336915180656
2;33148;84;0.00167286708786806
1;33148;85;-0.000776621054970245
2;33148;85;0.000632708347382287
1;33148;86;0.000365732505356922
2;33148;86;-0.000297959999368277
1;33148;87;-0.00144859373751575
2;33148;87;0.00118016031605892
1;33148;88;-0.000306240177188463
2;33148;88;0.000249491969308561
1;33148;89;-0.000911015591479396
2;33148;89;0.000742198741117494
1;33148;90;-0.001112607396243
2;33148;90;0.000906434331720605
1;33148;91;0.000231337968847771
2;33148;91;-0.000188469605632869
1;33148;92;0.000164140700593319
2;33148;92;-0.000133724408765165
1;33148;93;-0.000843818323224821
2;33148;93;0.000687453544249991
1;33148;94;-0.001112607396243
2;33148;94;0.000906434331720605
1;33148;95;0.000365732505356922
2;33148;95;-0.000297959999368277
1;33148;96;-0.00144859373751575
2;33148;96;0.00118016031605892
1;33148;97;0.00090331065139328
2;33148;97;-0.000735921574309707
1;33148;98;0.000567324310120525
2;33148;98;-0.000462195589971187
1;33148;99;9.69434323387433e-05
2;33148;99;-7.89792118974612e-05
1;33148;100;0.00117209972441134
2;33148;100;-0.000954902361780321
1;63795;1;-0.000290102088828432
2;63795;1;0.00023634436900734
1;63795;2;0.00016380363458743
2;63795;2;-0.000133449803184874
1;63795;3;-0.00042976538834111
2;63795;3;0.000350127191220314
1;63795;4;-0.000499597038097387
2;63795;4;0.000407018602326901
1;63795;5;-0.000499597038097387
2;63795;5;0.000407018602326901
1;63795;6;-0.000394849563462909
2;63795;6;0.000321681485667221
1;63795;7;0.000233635284343707
2;63795;7;-0.000190341214291462
1;63795;8;0.000373298583856385
2;63795;8;-0.000304124036504435
1;63795;9;-1.07754898033241e-05
2;63795;9;8.77872458139314e-06
1;63795;10;0.000443130233612662
2;63795;10;-0.000361015447610821
1;63795;11;5.90561599529529e-05
2;63795;11;-4.81126865251944e-05
1;63795;12;-0.000639260337609941
2;63795;12;0.000520801424539875
1;63795;13;0.000931951781906724
2;63795;13;-0.000759255325356531
1;63795;14;-0.000150438789315878
2;63795;14;0.000122561546794367
1;63795;15;-0.00042976538834111
2;63795;15;0.000350127191220314
1;63795;16;-0.000290102088828432
2;63795;16;0.00023634436900734
1;63795;17;-4.56913146814007e-05
2;63795;17;3.72244301346869e-05
1;63795;18;0.00121127838093196
2;63795;18;-0.000986820969782478
1;63795;19;0.000373298583856385
2;63795;19;-0.000304124036504435
1;63795;20;2.41403350748763e-05
2;63795;20;-1.96669809719006e-05
1;63795;21;-0.000255186263950355
2;63795;21;0.000207898663454046
1;63795;22;2.41403350748763e-05
2;63795;22;-1.96669809719006e-05
1;63795;23;-0.000115522964437801
2;63795;23;9.41158412410729e-05
1;63795;24;0.000373298583856385
2;63795;24;-0.000304124036504435
1;63795;25;-0.00042976538834111
2;63795;25;0.000350127191220314
1;63795;26;0.00016380363458743
2;63795;26;-0.000133449803184874
1;63795;27;-0.000290102088828432
2;63795;27;0.00023634436900734
1;63795;28;0.00016380363458743
2;63795;28;-0.000133449803184874
1;63795;29;-0.000534512862975587
2;63795;29;0.000435464307880195
1;63795;30;-0.000185354614194078
2;63795;30;0.00015100725234766
1;63795;31;-0.000394849563462909
2;63795;31;0.000321681485667221
1;63795;32;0.000862120132150447
2;63795;32;-0.000702363914249943
1;63795;33;-0.000220270439072155
2;63795;33;0.000179452957900954
1;63795;34;-0.000359933738584833
2;63795;34;0.000293235780113928
1;63795;35;-0.000464681213219186
2;63795;35;0.000378572896773607
1;63795;36;-0.00042976538834111
2;63795;36;0.000350127191220314
1;63795;37;0.000128887809709354
2;63795;37;-0.00010500409763158
1;63795;38;-0.000325017913706632
2;63795;38;0.000264790074560634
1;63795;39;-0.000185354614194078
2;63795;39;0.00015100725234766
1;63795;40;9.39719848311532e-05
2;63795;40;-7.65583920782866e-05
1;63795;41;-0.000290102088828432
2;63795;41;0.00023634436900734
1;63795;42;-0.000534512862975587
2;63795;42;0.000435464307880195
1;63795;43;0.000233635284343707
2;63795;43;-0.000190341214291462
1;63795;44;0.00107161508141928
2;63795;44;-0.000873038147569504
1;63795;45;-0.000255186263950355
2;63795;45;0.000207898663454046
1;63795;46;0.001001783431663
2;63795;46;-0.000816146736462917
1;63795;47;0.00121127838093196
2;63795;47;-0.000986820969782478
1;63795;48;-0.000674176162488141
2;63795;48;0.000549247130093168
1;63795;49;-0.000325017913706632
2;63795;49;0.000264790074560634
1;63795;50;-0.000394849563462909
2;63795;50;0.000321681485667221
1;63795;51;9.39719848311532e-05
2;63795;51;-7.65583920782866e-05
1;63795;52;-8.0607139559601e-05
2;63795;52;6.56701356877792e-05
1;63795;53;0.000862120132150447
2;63795;53;-0.000702363914249943
1;63795;54;-0.000290102088828432
2;63795;54;0.00023634436900734
1;63795;55;-0.000150438789315878
2;63795;55;0.000122561546794367
1;63795;56;-0.000115522964437801
2;63795;56;9.41158412410729e-05
1;63795;57;0.000373298583856385
2;63795;57;-0.000304124036504435
1;63795;58;-0.000255186263950355
2;63795;58;0.000207898663454046
1;63795;59;-0.000534512862975587
2;63795;59;0.000435464307880195
1;63795;60;0.000338382758978185
2;63795;60;-0.000275678330951141
1;63795;61;-0.000290102088828432
2;63795;61;0.00023634436900734
1;63795;62;-0.000220270439072155
2;63795;62;0.000179452957900954
1;63795;63;-0.00042976538834111
2;63795;63;0.000350127191220314
1;63795;64;-0.000534512862975587
2;63795;64;0.000435464307880195
1;63795;65;-0.000255186263950355
2;63795;65;0.000207898663454046
1;63795;66;0.000687541007759693
2;63795;66;-0.000560135386483676
1;63795;67;-0.000359933738584833
2;63795;67;0.000293235780113928
1;63795;68;-0.000150438789315878
2;63795;68;0.000122561546794367
1;63795;69;0.000268551109221908
2;63795;69;-0.000218786919844554
1;63795;70;-0.000185354614194078
2;63795;70;0.00015100725234766
1;63795;71;-0.000464681213219186
2;63795;71;0.000378572896773607
1;63795;72;-4.56913146814007e-05
2;63795;72;3.72244301346869e-05
1;63795;73;0.00016380363458743
2;63795;73;-0.000133449803184874
1;63795;74;-0.000220270439072155
2;63795;74;0.000179452957900954
1;63795;75;0.000268551109221908
2;63795;75;-0.000218786919844554
1;63795;76;-0.000359933738584833
2;63795;76;0.000293235780113928
1;63795;77;-0.000255186263950355
2;63795;77;0.000207898663454046
1;63795;78;-0.000150438789315878
2;63795;78;0.000122561546794367
1;63795;79;-0.000220270439072155
2;63795;79;0.000179452957900954
1;63795;80;-8.0607139559601e-05
2;63795;80;6.56701356877792e-05
1;63795;81;-4.56913146814007e-05
2;63795;81;3.72244301346869e-05
1;63795;82;0.000687541007759693
2;63795;82;-0.000560135386483676
1;63795;83;-0.000115522964437801
2;63795;83;9.41158412410729e-05
1;63795;84;9.39719848311532e-05
2;63795;84;-7.65583920782866e-05
1;63795;85;-0.000394849563462909
2;63795;85;0.000321681485667221
1;63795;86;-0.000534512862975587
2;63795;86;0.000435464307880195
1;63795;87;0.000897035957028648
2;63795;87;-0.000730809619803237
1;63795;88;-0.000359933738584833
2;63795;88;0.000293235780113928
1;63795;89;-0.000150438789315878
2;63795;89;0.000122561546794367
1;63795;90;-0.000325017913706632
2;63795;90;0.000264790074560634
1;63795;91;2.41403350748763e-05
2;63795;91;-1.96669809719006e-05
1;63795;92;2.41403350748763e-05
2;63795;92;-1.96669809719006e-05
1;63795;93;-0.000394849563462909
2;63795;93;0.000321681485667221
1;63795;94;-0.000185354614194078
2;63795;94;0.00015100725234766
1;63795;95;-0.000359933738584833
2;63795;95;0.000293235780113928
1;63795;96;0.000303466934100108
2;63795;96;-0.000247232625397848
1;63795;97;-0.000255186263950355
2;63795;97;0.000207898663454046
1;63795;98;9.39719848311532e-05
2;63795;98;-7.65583920782866e-05
1;63795;99;0.001001783431663
2;63795;99;-0.000816146736462917
1;63795;100;0.00075737265751597
2;63795;100;-0.000617026797590263
1;94441;1;0.000905431711702484
2;94441;1;-0.000737649588962858
1;94441;2;-0.000273852205294126
2;94441;2;0.000223105689872459
1;94441;3;0.00081108899834277
2;94441;3;-0.000660789166655944
1;94441;4;-0.000415366275333759
2;94441;4;0.00033839632333273
1;94441;5;-0.000415366275333759
2;94441;5;0.00033839632333273
1;94441;6;-0.000509708988693473
2;94441;6;0.000415256745639442
1;94441;7;-0.000179509491934412
2;94441;7;0.000146245267565545
1;94441;8;-0.000438951953673656
2;94441;8;0.000357611428909307
1;94441;9;-0.000226680848614207
2;94441;9;0.000184675478719103
1;94441;10;-0.00020309517027431
2;94441;10;0.000165460373142324
1;94441;11;-0.000344609240313942
2;94441;11;0.000280751006602595
1;94441;12;0.000645989249963239
2;94441;12;-0.000526283427619096
1;94441;13;-0.000415366275333759
2;94441;13;0.00033839632333273
1;94441;14;-0.00020309517027431
2;94441;14;0.000165460373142324
1;94441;15;-0.000321023561974045
2;94441;15;0.000261535901025816
1;94441;16;-0.000273852205294126
2;94441;16;0.000223105689872459
1;94441;17;-0.000321023561974045
2;94441;17;0.000261535901025816
1;94441;18;0.000103518648144853
2;94441;18;-8.43359993547939e-05
1;94441;19;-0.00020309517027431
2;94441;19;0.000165460373142324
1;94441;20;0.000740331963322953
2;94441;20;-0.00060314384992601
1;94441;21;-0.000108752456914596
2;94441;21;8.85999508354102e-05
1;94441;22;-0.000297437883634024
2;94441;22;0.000242320795449238
1;94441;23;-0.000132338135254493
2;94441;23;0.000107815056412189
1;94441;24;-0.000297437883634024
2;94441;24;0.000242320795449238
1;94441;25;0.000221447039844465
2;94441;25;-0.000180411527238285
1;94441;26;-0.000297437883634024
2;94441;26;0.000242320795449238
1;94441;27;0.00081108899834277
2;94441;27;-0.000660789166655944
1;94441;28;0.000834674676682667
2;94441;28;-0.000680004272232723
1;94441;29;-0.00036819491865384
2;94441;29;0.000299966112179374
1;94441;30;-3.79954218947794e-05
2;94441;30;3.09546341054765e-05
1;94441;31;-8.51667785746982e-05
2;94441;31;6.93848452588328e-05
1;94441;32;0.000127104326484751
2;94441;32;-0.000103551104931573
1;94441;33;-6.1581100234677e-05
2;94441;33;5.01697396820539e-05
1;94441;34;0.000339375431544076
2;94441;34;-0.000276487055121978
1;94441;35;0.000457303823243811
2;94441;35;-0.00037256258300547
1;94441;36;0.000551646536603525
2;94441;36;-0.000449423005312182
1;94441;37;-0.00036819491865384
2;94441;37;0.000299966112179374
1;94441;38;-0.000297437883634024
2;94441;38;0.000242320795449238
1;94441;39;-1.44097435548819e-05
2;94441;39;1.17395285286976e-05
1;94441;40;-0.000273852205294126
2;94441;40;0.000223105689872459
1;94441;41;-0.000415366275333759
2;94441;41;0.00033839632333273
1;94441;42;-0.00053329466703337
2;94441;42;0.000434471851216221
1;94441;43;0.000575232214943423
2;94441;43;-0.000468638110888961
1;94441;44;-0.000132338135254493
2;94441;44;0.000107815056412189
1;94441;45;-0.000273852205294126
2;94441;45;0.000223105689872459
1;94441;46;3.27616131250369e-05
2;94441;46;-2.66906826246587e-05
1;94441;47;-0.000415366275333759
2;94441;47;0.00033839632333273
1;94441;48;-0.000155923813594515
2;94441;48;0.000127030161988968
1;94441;49;-0.000179509491934412
2;94441;49;0.000146245267565545
1;94441;50;-0.000132338135254493
2;94441;50;0.000107815056412189
1;94441;51;-0.000415366275333759
2;94441;51;0.00033839632333273
1;94441;52;-0.000486123310353452
2;94441;52;0.000396041640062865
1;94441;53;-0.00036819491865384
2;94441;53;0.000299966112179374
1;94441;54;-8.51667785746982e-05
2;94441;54;6.93848452588328e-05
1;94441;55;0.000763917641662851
2;94441;55;-0.000622358955502588
1;94441;56;-1.44097435548819e-05
2;94441;56;1.17395285286976e-05
1;94441;57;-0.000297437883634024
2;94441;57;0.000242320795449238
1;94441;58;0.000575232214943423
2;94441;58;-0.000468638110888961
1;94441;59;-0.000273852205294126
2;94441;59;0.000223105689872459
1;94441;60;0.000197861361504567
2;94441;60;-0.000161196421661708
1;94441;61;-0.00053329466703337
2;94441;61;0.000434471851216221
1;94441;62;0.000952603068382402
2;94441;62;-0.000776079800116214
1;94441;63;-0.000438951953673656
2;94441;63;0.000357611428909307
1;94441;64;-0.00036819491865384
2;94441;64;0.000299966112179374
1;94441;65;-0.000226680848614207
2;94441;65;0.000184675478719103
1;94441;66;0.000127104326484751
2;94441;66;-0.000103551104931573
1;94441;67;0.000716746284983056
2;94441;67;-0.000583928744349232
1;94441;68;0.000740331963322953
2;94441;68;-0.00060314384992601
1;94441;69;-0.000438951953673656
2;94441;69;0.000357611428909307
1;94441;70;-0.000132338135254493
2;94441;70;0.000107815056412189
1;94441;71;-0.000250266526954229
2;94441;71;0.000203890584295681
1;94441;72;-0.000108752456914596
2;94441;72;8.85999508354102e-05
1;94441;73;0.000127104326484751
2;94441;73;-0.000103551104931573
1;94441;74;-0.00036819491865384
2;94441;74;0.000299966112179374
1;94441;75;-0.000509708988693473
2;94441;75;0.000415256745639442
1;94441;76;0.000693160606643158
2;94441;76;-0.000564713638772453
1;94441;77;0.00059881789328332
2;94441;77;-0.00048785321646574
1;94441;78;-0.000226680848614207
2;94441;78;0.000184675478719103
1;94441;79;0.000504475179923607
2;94441;79;-0.000410992794158826
1;94441;80;-0.000391780596993738
2;94441;80;0.000319181217755951
1;94441;81;-0.000344609240313942
2;94441;81;0.000280751006602595
1;94441;82;3.27616131250369e-05
2;94441;82;-2.66906826246587e-05
1;94441;83;-0.000297437883634024
2;94441;83;0.000242320795449238
1;94441;84;-0.000438951953673656
2;94441;84;0.000357611428909307
1;94441;85;-0.000250266526954229
2;94441;85;0.000203890584295681
1;94441;86;-0.000226680848614207
2;94441;86;0.000184675478719103
1;94441;87;-3.79954218947794e-05
2;94441;87;3.09546341054765e-05
1;94441;88;-0.000391780596993738
2;94441;88;0.000319181217755951
1;94441;89;0.00059881789328332
2;94441;89;-0.00048785321646574
1;94441;90;-0.000297437883634024
2;94441;90;0.000242320795449238
1;94441;91;-1.44097435548819e-05
2;94441;91;1.17395285286976e-05
1;94441;92;-0.000250266526954229
2;94441;92;0.000203890584295681
1;94441;93;-0.00036819491865384
2;94441;93;0.000299966112179374
1;94441;94;-0.000250266526954229
2;94441;94;0.000203890584295681
1;94441;95;-3.79954218947794e-05
2;94441;95;3.09546341054765e-05
1;94441;96;-0.000108752456914596
2;94441;96;8.85999508354102e-05
1;94441;97;-0.000108752456914596
2;94441;97;8.85999508354102e-05
1;94441;98;-0.000108752456914596
2;94441;98;8.85999508354102e-05
1;94441;99;-0.000438951953673656
2;94441;99;0.000357611428909307
1;94441;100;0.00043371814490379
2;94441;100;-0.000353347477428691
1;125088;1;0.000367498818816398
2;125088;1;-0.000299399003967332
1;125088;2;-0.000647506119641263
2;125088;2;0.000527519211919605
1;125088;3;-0.000380399556889247
2;125088;3;0.000309909155107126
1;125088;4;0.000260656193715591
2;125088;4;-0.000212354981242381
1;125088;5;-0.000540663494540457
2;125088;5;0.000440475189194654
1;125088;6;0.000314077506265994
2;125088;6;-0.000255876992604957
1;125088;7;0.000296270402082527
2;125088;7;-0.000241369655484031
1;125088;8;-0.000237942723421505
2;125088;8;0.000193850458140524
1;125088;9;-0.000487242181990054
2;125088;9;0.000396953177832077
1;125088;10;0.00034969171463293
2;125088;10;-0.000284891666846608
1;125088;11;0.000225041985348656
2;125088;11;-0.000183340307000731
1;125088;12;0.000100392256064382
2;125088;12;-8.17889471550547e-05
1;125088;13;0.000420920131366801
2;125088;13;-0.000342921015329909
1;125088;14;0.000207234881165188
2;125088;14;-0.000168832969880006
1;125088;15;0.000438727235550269
2;125088;15;-0.000357428352450633
1;125088;16;-0.000398206661072715
2;125088;16;0.000324416492228052
1;125088;17;0.000225041985348656
2;125088;17;-0.000183340307000731
1;125088;18;-0.000309171140155376
2;125088;18;0.000251879806623825
1;125088;19;-0.000131100098320699
2;125088;19;0.000106806435415573
